Date,CloseUSD
1967-03-15,14.66939941
1967-03-15,517.059998
1967-03-16,521.809998
1967-03-16,14.59359985
1967-03-17,14.67119995
1967-03-17,522.77002
1967-03-20,522.659973
1967-03-20,14.6773999
1967-03-21,521.280029
1967-03-22,522.77002
1967-03-22,14.6298999
1967-03-23,526.469971
1967-03-23,14.55449951
1967-03-24,14.56609985
1967-03-27,14.50310059
1967-03-27,526.25
1967-03-28,14.38
1967-03-28,526.679993
1967-03-29,526.039978
1967-03-29,14.56469971
1967-03-30,14.56469971
1967-03-30,526.25
1967-03-31,14.55579956
1967-03-31,523.609985
1967-04-03,14.39119995
1967-04-03,517.900024
1967-04-04,518.01001
1967-04-04,14.26469971
1967-04-05,521.179993
1967-04-05,14.34469971
1967-04-06,14.28160034
1967-04-06,522.340027
1967-04-07,519.169983
1967-04-07,14.25709961
1967-04-10,512.830017
1967-04-10,14.32630005
1967-04-11,14.28780029
1967-04-11,516.419983
1967-04-12,14.1802002
1967-04-12,515.890015
1967-04-13,519.280029
1967-04-13,14.20719971
1967-04-14,14.20719971
1967-04-14,524.669983
1967-04-17,528.159973
1967-04-17,14.31849976
1967-04-18,14.36219971
1967-04-18,532.48999
1967-04-19,14.38219971
1967-04-19,533.130005
1967-04-20,14.38589966
1967-04-20,534.289978
1967-04-21,14.45459961
1967-04-21,535.559998
1967-04-24,14.36680054
1967-04-24,537.25
1967-04-25,14.38969971
1967-04-25,540.109985
1967-04-26,14.43430054
1967-04-26,539.580017
1967-04-27,544.02002
1967-04-27,14.3822998
1967-04-28,14.3723999
1967-04-28,544.969971
1967-05-01,544.650024
1967-05-01,14.3723999
1967-05-02,14.4873999
1967-05-02,544.22998
1967-05-03,545.599976
1967-05-04,547.609985
1967-05-05,548.25
1967-05-08,14.5748999
1967-05-08,549.090027
1967-05-09,543.48999
1967-05-09,14.51640015
1967-05-10,14.61619995
1967-05-10,542.539978
1967-05-11,14.7652002
1967-05-11,545.179993
1967-05-12,544.02002
1967-05-12,14.76579956
1967-05-15,14.80810059
1967-05-15,539.890015
1967-05-16,14.77439941
1967-05-16,542.330017
1967-05-17,14.80530029
1967-05-17,540.849976
1967-05-18,539.679993
1967-05-18,14.80530029
1967-05-19,537.460022
1967-05-19,14.8073999
1967-05-22,535.669983
1967-05-22,14.7477002
1967-05-23,533.340027
